122.54870116220688,57.334414224227906,126.7871550476376,53.27868461898102,143.34034716952797,70.57765380433835,139.10189328409723,74.63338340958524,container,0
135.42750364653978,81.45733076757311,140.11036344761496,77.9240238104474,154.53132208628966,97.03680634575055,149.84846228521448,100.57011330287627,container,0
153.60766263319798,134.1782497511613,137.32541981862525,114.02819638471726,150.78392985455022,103.15305256538525,167.06617266912295,123.3031059318293,container,0
72.24551642157175,154.9180470093578,66.45399466124621,157.7107410856959,59.94826620737163,144.21908504409015,65.73978796769717,141.42639096775204,container,0
75.24926591551049,159.6475559142314,72.23934614044906,154.96192633759,80.58827636763498,149.5988028169664,83.59819614269641,154.2844323936078,container,0
79.3850413541315,238.25375289949832,82.31092260830343,244.93192285314908,58.05882558938792,255.55740206893526,55.132944335215996,248.8792321152845,container,0
55.905520150166204,260.5467930335049,56.73601990472657,262.4423650084479,47.419822152865954,266.5240353689673,46.58932239830559,264.6284633940243,container,0
78.65969351471679,250.1501998761273,80.87386887145794,255.20393858080604,60.71564710294706,264.0357837718203,58.50147174620591,258.9820450671416,container,0
18.2419207769165,263.10227728629906,18.00658910962433,267.4380575827008,-0.026544052961343212,266.4592793689673,0.20878761433082893,262.12349907256555,container,0
14.932587302547953,283.7357494414498,14.674094322094538,288.49825669049176,0.14679082870594762,287.7097631971301,0.40528380915936246,282.9472559480881,container,0
32.04994013644627,284.00200622724043,31.791447155992856,288.7645134762824,17.264143662604265,287.9760199829207,17.52263664305768,283.21351273387876,container,0
55.065199937455375,335.2826861900046,57.811090234888695,333.06066879065565,65.90516721737801,343.06304206613413,63.15927691994469,345.2850594654831,container,0
48.68866464253911,338.893232538642,53.04207266824904,335.33035604307094,66.84534283304315,352.1962977031749,62.491934807333216,355.75917419874594,container,0
42.91368432160565,337.6033644723439,47.589718516225105,334.4143668563504,66.77378564628131,362.5440065406596,62.09775145166185,365.7330041566531,container,0
47.045479274818746,355.7470080721519,51.64578027034241,352.609659563354,67.183798910732,375.3930903551206,62.58349791520833,378.5304388639185,container,0
31.027186790691243,354.95023143975914,35.85362208015268,352.07876469207673,42.82726377178875,363.80024131503853,38.000828482327314,366.67170806272094,container,0
