File,Confidence,X1,Y1,X2,Y2,X3,Y3,X4,Y4
OBJ00607,0.884701,128.0,336.0,147.0003199999996,336.0,147.0003200000014,355.9997440000003,128.0,355.9997440000003
OBJ00607,0.857065,122.99980800000024,339.9997440000003,122.99980800000024,350.99955199999874,108.00025600000149,350.99955200000056,108.00025600000149,339.9997440000003
OBJ00607,0.855187,187.4952095570759,196.8986777463026,177.3203256022113,224.29136312573792,112.81949360102095,200.3328329008373,122.99437755588733,172.94014752140214
OBJ00607,0.85408,346.35750146977585,324.19943989210753,327.54319675977956,317.47984876433054,337.340076836339,290.0493870795638,356.1543815463364,296.76897820733757
OBJ00607,0.846946,369.89565769010665,368.8910773075525,375.80081610788335,352.35711746978143,397.7827349663271,360.2080324628896,391.87757654855375,376.7419923006619
OBJ00607,0.846115,482.28687715510335,320.6758126479494,461.3116005631491,315.082978299654,468.36484702951907,288.63059543076315,489.34012362147325,294.2234297790585
OBJ00607,0.819625,470.2354389471923,364.0586319677176,448.5881569022798,358.6471578130083,455.2936304472783,331.8235469219285,476.94091249218815,337.2350210766483
OBJ00607,0.819366,331.2336793543153,288.3572718382036,318.7669139284706,322.64247260739256,251.24061507407703,298.0885977865714,263.70738049992394,263.8033970173815
OBJ00607,0.814194,138.18994166450034,433.97873962780955,141.37203272679054,425.22676720532957,161.04316114683874,432.3789060500418,157.86107008454653,441.13087847251745
OBJ00607,0.813634,67.69994444750334,231.90026393684795,48.49989888004545,225.50030335999347,57.49983744157841,198.50025727991428,76.69988300903603,204.9002178567696
OBJ00607,0.811976,359.9994880000006,410.9998080000039,359.9994880000006,403.9997440000003,378.9998080000039,403.9997440000003,378.9998080000039,410.9998080000039
OBJ00607,0.811424,593.4430387066578,373.05905941710813,585.5081632188613,398.84842048152194,556.3461549135766,389.8758482530522,564.2810304013698,364.08648718863736
OBJ00607,0.808768,310.4590531169508,416.4348154813318,288.7528595412268,411.61149132006176,295.6465113036335,380.5882935014285,317.3527048793616,385.4116176626958
OBJ00607,0.806231,88.0,320.0,106.99980800000024,320.0,106.99980800000024,341.00019199999974,88.0,341.00019200000065
OBJ00607,0.803687,487.0071819459666,254.45508013130436,488.36765680642645,246.97594965479584,503.7681989063781,249.7773515597758,502.4077240459182,257.2564820362843
OBJ00607,0.802755,231.99948800000067,579.9997440000003,250.0003839999995,579.9997440000003,250.0003839999995,629.9996160000005,231.99948800000067,629.9996160000005
OBJ00607,0.799609,359.0000639999963,368.0,359.0000640000036,375.0000640000036,344.0005119999994,375.00006399999995,344.0005119999994,368.0
OBJ00607,0.795353,32.0,583.9994880000006,51.00001280000053,583.9994880000006,51.000012799999624,641.9998720000001,32.0,641.9998720000001
OBJ00607,0.793971,92.0000512000003,583.9994880000006,108.00025600000149,583.9994880000006,108.00025599999967,634.9998080000003,92.0000512000003,634.9998080000003
OBJ00607,0.793915,211.9997440000003,579.9997440000003,227.0003199999996,579.9997439999967,227.00031999999595,631.0000639999962,211.9997440000003,631.0000640000035
OBJ00607,0.792911,371.5516910344872,255.62048441379653,360.6549892413846,282.8622388965545,296.3447878620752,257.13815834482966,307.24148965517554,229.89640386207265
OBJ00607,0.79231,691.9997440000003,256.0,700.999680000004,256.0,700.9996799999967,277.0001919999961,691.9997440000003,277.0001920000034
OBJ00607,0.789055,409.10304220690006,317.2416264827656,404.0686344827633,329.8276457931075,384.4134841379327,321.96558565517796,389.4478918620707,309.3795663448329
OBJ00607,0.787485,250.00038399999954,380.0002559999997,250.00038399999954,394.99980800000026,227.99974399999667,394.9998079999966,227.9997440000003,380.0002559999997
OBJ00607,0.785528,216.00051199999933,376.99993600000005,216.00051200000297,364.0002559999997,234.99980800000026,364.0002559999997,234.99980800000026,376.99993600000005
OBJ00607,0.780376,51.99994880000061,323.0003200000005,51.999948800000155,307.99974399999985,70.00002560000016,307.9997440000003,70.00002560000016,323.0003200000005
OBJ00607,0.77717,82.28297222743625,136.34639765521413,61.248792404125766,131.8390953857323,66.22438848473236,108.61953378759858,87.25856830804292,113.12683605707997
OBJ00607,0.775321,112.0,595.9997440000003,128.0,595.9997440000003,128.0,638.9995519999969,112.0,638.9995520000006
OBJ00607,0.772254,203.5002624072026,406.5003007849306,205.70016767881242,399.90002175829613,220.70033406963898,404.8996505596116,218.50042879802697,411.4999295862417
OBJ00607,0.771807,567.0000639999998,172.0002559999997,567.0000639999998,186.99980800000026,547.9997440000003,186.99980800000026,547.9997440000003,172.0002559999997
OBJ00607,0.771433,172.0002559999997,595.9997440000003,186.99980800000026,595.9997440000003,186.99980800000026,631.0000639999998,172.0002559999997,631.0000639999998
OBJ00607,0.768908,723.9997440000003,176.0,727.0000639999998,176.0,727.0000639999962,199.00006399999629,723.9997440000003,199.00006400000356
OBJ00607,0.767115,387.0003200000033,312.000512000003,387.00031999999965,318.99955200000056,371.9997440000003,318.99955200000056,371.9997440000003,312.0005119999994
OBJ00607,0.76697,558.0261731750068,297.16241205409136,539.2640633529012,291.38820464369746,547.8062693795428,263.632047615742,566.5683792016478,269.40625502613756
OBJ00607,0.764145,131.9997440000003,592.0,147.9997440000003,592.0,147.9997440000003,638.9995519999969,131.9997440000003,638.9995520000006
OBJ00607,0.759882,602.3999488000003,189.1999744000002,591.5996159999988,183.7998080000006,601.3999103999981,164.19921920000306,612.2002431999981,169.59938560000555
OBJ00607,0.759615,352.0,323.0003199999996,352.0,312.0005119999994,368.0,312.0005119999994,368.0,323.0003199999996
OBJ00607,0.7595,64.0,343.00006399999995,64.0,336.0,83.00001280000052,336.0,83.00001279999961,343.00006399999995
OBJ00607,0.754408,41.60148193524815,347.20546398973977,32.39778460444324,374.8043095066878,-8.403058272493148,361.1979936754519,0.8006390583117664,333.599148158504
OBJ00607,0.752801,336.0,400.0,359.0000640000036,400.0,359.0000640000036,430.9995520000042,336.0,430.9995519999969
OBJ00607,0.75221,720.0,227.9997440000003,730.9998079999966,227.9997440000003,730.9998080000039,252.0002559999997,720.0,252.0002559999997
OBJ00607,0.749435,61.44517115627657,230.52614115652398,71.66364044338951,202.42351935006542,146.49654603593223,229.63371179150926,136.27807674881936,257.73633359796514
OBJ00607,0.743256,30.99996159999989,96.0,30.999961600000002,108.00025600000001,16.0,108.00025600000001,16.0,96.0
OBJ00607,0.734246,502.17665638237975,324.29428927626594,481.4704374267513,319.1180658368664,487.3524130120927,295.5886576133831,508.05863196772043,300.76488105278577
OBJ00607,0.733083,540.3198717953094,291.3775500503493,520.6412988931609,285.754072554102,529.0579173993128,256.3012933843703,548.7364903014598,261.9247708806171
OBJ00607,0.726424,376.5850402791633,239.45236924300866,355.58484827916345,233.45275324300866,364.2256406215007,203.20776786041353,385.2258326215005,209.20738386041347
OBJ00607,0.723886,487.9994880000006,348.0002559999997,508.0002559999997,348.0002559999997,508.0002559999997,371.0003200000032,487.9994880000006,371.0003200000032
OBJ00607,0.722044,12.000051200000073,572.0002559999999,30.00002559999924,572.0002559999997,30.00002560000015,640.0,12.000051200000073,640.0000000000002
OBJ00607,0.720439,668.0002560000015,80.0,679.0000639999998,80.0,679.0000639999998,99.00001279999779,668.0002559999997,99.00001280000143
OBJ00607,0.71966,269.50003200982485,384.50048000328104,273.29969153297293,373.10052865874553,297.8997401622224,381.299845148705,294.10008063907753,392.6997964932416
OBJ00607,0.719595,83.3772453592935,546.6790764722825,63.433856519476,540.980944536578,73.01876033849986,507.4339038552018,92.9621491783164,513.1320357909096
OBJ00607,0.714284,577.0006287437902,301.99974646787206,557.2363090921917,297.059509886587,564.2939992701415,268.8239299940458,584.0583189217433,273.7641665753316
OBJ00607,0.713333,52.386763271958785,377.6870133539373,61.320707402899934,353.11706592859326,102.99260606857844,368.2694961745552,94.0586619376389,392.83944359989977
OBJ00607,0.710436,51.59663188406472,133.8607783822572,28.85552544188647,135.8382350846397,25.793689931963364,100.62657803257754,48.53479637414166,98.6491213301949
OBJ00607,0.697505,184.00051199999933,508.0002559999997,202.99980800000026,508.0002559999997,202.99980800000026,538.9998080000003,184.00051199999933,538.9998080000003
OBJ00607,0.697151,316.0002559999997,403.9997440000003,316.0002559999997,391.9994880000006,334.00012799999985,391.999487999997,334.00012799999985,403.9997440000003
OBJ00607,0.696387,112.0,535.0000639999998,112.0,524.0002560000015,126.99955200000056,524.0002559999997,126.99955200000056,535.0000639999998
OBJ00607,0.693973,547.8870675887875,388.1188178035526,528.0001992558513,382.0005043419495,536.4318436936042,354.59442196056267,556.3187120265414,360.7127354221624
OBJ00607,0.693796,215.00006399999992,419.9997440000003,215.00006399999992,428.0002559999997,195.9997440000003,428.0002559999997,195.9997440000003,419.9997440000003
OBJ00607,0.689692,48.0,400.0,70.99996159999932,400.0,70.99996160000023,423.9994879999997,48.0,423.9994879999997
OBJ00607,0.689039,132.37216108286736,304.5117237041052,140.86783885916572,275.0587261047055,205.93418828725297,293.8270275978048,197.43851051095197,323.2800251972073
OBJ00607,0.686378,235.50026240720427,310.50030078492347,237.70016767881629,303.9000217582933,252.3998361458407,308.7994931323161,250.1999308742276,315.39977215894953
OBJ00607,0.685353,451.9997440000003,391.9994880000006,462.9995519999969,391.9994880000006,462.9995519999969,412.0002559999997,451.9997440000003,412.0002559999997
OBJ00607,0.675564,700.0002559999997,380.0002559999997,705.0004480000031,380.0002559999997,705.0004479999885,394.9998079999966,700.0002559999997,394.99980800001117
OBJ00607,0.673935,246.4745991415827,165.86452071950714,234.82211089485838,200.07101910122958,119.53139918191465,160.7970879259361,131.18388742863777,126.59058954421326
OBJ00607,0.673138,723.9997440000003,51.99994880000152,734.0001279999999,51.9999487999997,734.0001279999999,73.99997439999893,723.9997440000003,73.99997439999893
OBJ00607,0.6714,-5.712103601809012,404.40021482518796,0.872419590737529,380.88423944847705,41.043142657453565,392.1321274674533,34.458619464904714,415.64810284416535
OBJ00607,0.67032,659.9997440000003,312.0005119999994,663.0000639999962,312.0005119999994,663.0000639999962,327.0000639999963,659.9997440000003,327.0000640000036
OBJ00607,0.669465,451.4998527914771,290.50024960589315,453.69965567881843,283.9002777582881,469.2997427120048,289.09986304300867,467.0999398246624,295.6998348906061
OBJ00607,0.668063,4.0,184.00051200000004,22.999961600000006,184.00051200000004,22.999961600000006,204.00025599999992,4.0,204.00025600000004
OBJ00607,0.666571,581.2001181040514,282.6017999987477,586.1982614748441,272.60039220862717,603.4002732654824,281.196994107072,598.4021298946899,291.19840189719264
OBJ00607,0.666124,483.9997440000003,403.9997440000003,494.9995519999969,403.9997440000003,494.9995519999969,414.9995519999969,483.9997440000003,414.9995519999969
OBJ00607,0.66594,50.55892454151755,501.8083294851414,73.81215085020123,504.90881257521835,69.10474054628543,540.213787298349,45.85151423760401,537.1133042082688
OBJ00607,0.662472,172.0002559999997,531.9997440000003,174.99955200000056,531.9997440000003,174.99955200000056,542.9995520000006,172.0002559999997,542.9995520000006
OBJ00607,0.66182,405.5997746979855,389.79946496996035,413.2000357881011,393.59910912943775,403.8008729044307,412.3998412364861,396.2006118143136,408.60019707701167
OBJ00607,0.660568,216.15428314571471,60.40207410807565,195.1853763842628,51.08200330860696,215.227640530791,5.989602486836752,236.19654729224243,15.30967328630598
OBJ00607,0.656622,267.36054155689544,333.5205439042555,265.3282396383158,344.69638386348936,226.43163656527622,337.6231221364013,228.4639384838511,326.44728217717375
OBJ00607,0.65297,723.9997440000003,128.0,730.0003839999995,128.0,730.0003839999995,147.9997440000003,723.9997440000003,147.9997440000003
OBJ00607,0.647788,659.9997440000004,368.0,663.0000640000035,368.0,663.0000640000035,385.0004480000031,659.9997440000004,385.0004479999958
OBJ00607,0.644153,113.3236269846409,422.8317077552606,139.78228821138387,424.48611492444854,137.82806770704877,455.7396414139987,111.3694064803014,454.085234244816
OBJ00607,0.644071,252.0002559999997,647.0000640000035,252.0002559999997,636.0002559999997,270.9995519999969,636.0002559999997,270.9995519999969,647.0000639999962
OBJ00607,0.641098,577.0678200905821,217.26365759277283,567.0089663951838,213.12184793961384,580.0147317962118,181.535874097032,590.0735854916106,185.6776837501917
OBJ00607,0.637627,297.34093670687554,356.64338411729784,302.7675358642485,339.006242206679,332.1407663669866,348.0438033207946,326.71416720961366,365.6809452314134
OBJ00607,0.616009,115.99974400000033,389.9996160000005,115.99974400000033,376.0005120000012,129.99987200000015,376.0005119999994,129.99987199999833,389.9996159999987
OBJ00607,0.615435,672.0,179.9997440000003,677.9996160000005,179.9997440000003,677.9996160000005,195.00032000000323,672.0,195.0003199999996
OBJ00607,0.608623,266.99980800000026,323.9997440000003,266.99980800000026,330.99980800000026,252.0002559999997,330.99980800000026,252.0002559999997,323.9997440000003
OBJ00607,0.607524,273.7997368308309,249.42977835766692,251.21655583697049,241.52549156876654,260.10316842471707,216.13572702060048,282.68634941857533,224.04001380950174
OBJ00607,0.606748,563.9997440000003,416.0,586.9998080000039,416.0,586.9998079999966,442.0003839999995,563.9997440000003,442.0003839999995
OBJ00607,0.605573,4.0,611.999744,8.0,611.9997439999999,8.0,638.9995520000001,4.0,638.999552
OBJ00607,0.604677,3.632652433182969,319.1952220821895,13.037685959481877,288.62693684756846,52.60011142529723,300.7992237466146,43.195077898997496,331.36750898123546
OBJ00607,0.603883,239.99999999999636,547.000319999996,240.0,536.000512000003,275.00031999999595,536.0005119999994,275.00031999999595,547.000319999996
